ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,CALVIN usage,Evaluation protocol,Demos per task,Reported benchmark numbers,ABC D average task completed,ABCD D average task completed,D D average task completed,ABC D 5/5 chain success rate,ABCD D 5/5 chain success rate,D D 5/5 chain success rate,DD previous SOTA ATC,DD previous SOTA name,ABCD previous SOTA ATC,ABCD previous SOTA name,ABCDD previous SOTA ATC,ABCDD previous SOTA name,ABCD previous SOTA 5/5 chain success rate,ABCDD previous SOTA 5/5 chain success rate,DD previous SOTA 5/5 chain success rate,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
354,WristWorld: Generating Wrist-Views via 4D World Models for Robotic Manipulation,2025,arXiv.org,Submitted to ICLR 2026,OpenReview venue metadata,medium,2510.07313,2025-10-08,arXiv API published date for 2510.07313,10.48550/arxiv.2510.07313,OpenAlex term search - CALVIN benchmark robot; OpenAlex term search - CALVIN robot topic; OpenReview term search; Semantic Scholar citation graph; arXiv term search - CALVIN; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match,indexed-citation,http://arxiv.org/abs/2510.07313; https://arxiv.org/abs/2510.07313; https://openreview.net/forum?id=Ilc2ybQWwH; https://openreview.net/forum?id=n61Cz2YMmq; https://www.semanticscholar.org/paper/1ea5c757cf0be8ae6b3b40c2e11cd5ed6b294d8f; OpenAlex: W4415097674; Semantic Scholar: 1ea5c757cf0be8ae6b3b40c2e11cd5ed6b294d8f,reports-results,d-d,not reported,"Table 2 reports CALVIN Task D->D VLA performance with 1/5-5/5 success rates and Avg. Len. VPP + Ours: 92.9/84.2/75.4/67.6/60.4, Avg. 3.81, improving over VPP Static RGB 91.2/82.2/73.2/65.2/55.4, Avg. 3.67. The text also states this is a 3.81% average-task-completion-length increase, closes 42.4% of the anchor-wrist gap, and improves full five-task completion by 5%.",,,3.81,,,60.4,4.00,VPP (Static RGB + Gripper RGB),,,,,,,65.4,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2510.07313.txt says the work focuses on the CALVIN D split, uses 10% of the data, and follows the standard Task D->D configuration. Table 2 caption says Avg. Len. is the mean number of tasks completed per episode.",high,weight-but-not-for-number,,Official WristWorld Hugging Face release contains generator/world-model components rather than the VPP+WristWorld CALVIN policy checkpoint for D-D Avg. Len. 3.81. No large weights were downloaded.,high,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2510.07313.txt says the work focuses on the CALVIN D split, uses 10% of the data, and follows the standard Task D->D configuration. Table 2 caption says Avg. Len. is the mean number of tasks completed per episode.",high,official-ish,It reports the standard CALVIN D-D configuration with 1/5-5/5 success rates and Avg. Len. for Task D-to-D.
355,X-VLA: Soft-Prompted Transformer as Scalable Cross-Embodiment Vision-Language-Action Model,2025,arXiv.org,n/a,n/a,n/a,2510.10274,2025-10-11,arXiv API published date for 2510.10274,10.48550/arXiv.2510.10274,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/9855c60d2ecdcf7edc4622ecd004f0db147fc22b; https://www.wizwand.com/paper/68fa7c091e209131cea8c027; https://arxiv.org/abs/2510.10274; Semantic Scholar: 9855c60d2ecdcf7edc4622ecd004f0db147fc22b; Wizwand paper: 68fa7c091e209131cea8c027,reports-results,abc-d,not reported,ABC D average task completed=4.43,4.43,,,78.8,,,,,4.53,FLOWER,,,,,,Cached arXiv HTML 2510.10274 Table 2 lists Calvin ABC -> D and reports X-VLA 4.43; Appendix Table 14 gives CALVIN ABC-D rates and Average 4.43.,high,number-associated weight available,https://huggingface.co/2toINF/X-VLA-Calvin-ABC_D,Official X-VLA model table and Hugging Face metadata expose a CALVIN ABC-D checkpoint with the paper-checked 4.43 result. No large weights were downloaded.,high,Cached arXiv HTML 2510.10274 Table 2 lists Calvin ABC -> D and reports X-VLA 4.43; Appendix Table 14 gives CALVIN ABC-D rates and Average 4.43.,high,official-ish,It reports CALVIN ABC-D average task completion 4.43 with appendix success rates for the standard ABC-D split.
356,3D Diffuser Actor: Policy Diffusion with 3D Scene Representations,2024,Conference on Robot Learning,n/a,n/a,n/a,2402.10885,2024-02-01,month inferred from arXiv ID 2402.10885; exact date pending arXiv metadata fill,10.48550/arxiv.2402.10885,Official CALVIN GitHub README SOTA list; OpenAlex term search - CALVIN benchmark robot; Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard; Wizwand/PapersWithCode CALVIN ABC D task-completion leaderboard; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard; Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN abc-d average task completion result entry; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match; official CALVIN SOTA/result-list entry,indexed-citation,3d-diffuser-actor.github.io; http://arxiv.org/abs/2402.10885; https://arxiv.org/abs/2402.10885; https://www.semanticscholar.org/paper/97fc977b8d167ff648c5c6672aea4d05f98fd79e; https://www.wizwand.com/paper/68fa744b1e209131cea60daf; https://arxiv.org/abs/2402.10885; OpenAlex: W4391949089; Semantic Scholar: 97fc977b8d167ff648c5c6672aea4d05f98fd79e; Wizwand paper: 68fa744b1e209131cea60daf,reports-results,abc-d,not reported,ABC D average task completed=3.35,3.35,,,41.2,,,,,3.06,GR-1,,,40.1,,,Cached arXiv HTML 2402.10885 Section 4.2 states train on A/B/C and test on D; Table 4 reports 3D Diffuser Actor Avg. Len. 3.35.,high,number-associated weight available,https://huggingface.co/katefgroup/3d_diffuser_actor,Official 3D Diffuser Actor model zoo lists CALVIN weights on Hugging Face; the API lists `diffuser_actor_calvin.pth` artifacts. No large weights were downloaded.,high,Cached arXiv HTML 2402.10885 Section 4.2 states train on A/B/C and test on D; Table 4 reports 3D Diffuser Actor Avg. Len. 3.35.,high,official-ish,"It trains on CALVIN A/B/C, tests on D, and reports standard ABC-D Avg. Len. 3.35."
357,3D-VLA: A 3D Vision-Language-Action Generative World Model,2024,International Conference on Machine Learning,n/a,n/a,n/a,2403.09631,2024-03-14,arXiv API published date for 2403.09631,10.48550/arXiv.2403.09631,Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABC D task-completion leaderboard,CALVIN RA-L DOI; CALVIN abc-d average task completion result entry; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/e788d5c6dc79f106296f8ad296bcbe512028d5f0; https://www.wizwand.com/paper/68fa727e1e209131cea56bda; https://arxiv.org/abs/2403.09631; Semantic Scholar: e788d5c6dc79f106296f8ad296bcbe512028d5f0; Wizwand paper: 68fa727e1e209131cea56bda,reports-results,abcd-d,not reported,ABCD D average task completed=0.71,,0.71,,,0,,,,,,0.31,MCIL,,0,,Cached arXiv HTML 2403.09631 Section 5.3 says train on scenes A/B/C/D and test on D; Table 6 success rates imply average length 0.71.,high,weight-but-not-for-number,,"Official 3D-VLA sources release related generative-model weights, but no public CALVIN policy/LLM checkpoint tied to the tracked CALVIN average-length result was found.",high,Cached arXiv HTML 2403.09631 Section 5.3 says train on scenes A/B/C/D and test on D; Table 6 success rates imply average length 0.71.,high,official-ish,It reports a CALVIN ABCD-D average task-completion result derived from standard long-horizon success rates.
358,A Dual Process VLA: Efficient Robotic Manipulation Leveraging VLM,2024,arXiv.org,n/a,n/a,n/a,2410.15549,2024-10-21,arXiv API published date for 2410.15549,10.48550/arXiv.2410.15549,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/76e1b0f147934b820e474b215acbf4042a8ccb8a; Semantic Scholar: 76e1b0f147934b820e474b215acbf4042a8ccb8a,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
359,"All Robots in One: A New Standard and Unified Dataset for Versatile, General-Purpose Embodied Agents",2024,arXiv.org,n/a,n/a,n/a,2408.10899,2024-08-20,arXiv API published date for 2408.10899,10.48550/arXiv.2408.10899,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/2f201ed1b4a8f240f32017139aefa97e162cc0c3; Semantic Scholar: 2f201ed1b4a8f240f32017139aefa97e162cc0c3,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
360,Any2Policy: Learning Visuomotor Policy with Any-Modality,2024,Neural Information Processing Systems,n/a,n/a,n/a,,n/a,n/a,10.52202/079017-4244,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/3d6dd50e24a6667c582fe1241260b3c58b49035d; Semantic Scholar: 3d6dd50e24a6667c582fe1241260b3c58b49035d,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
361,ARCLE: The Abstraction and Reasoning Corpus Learning Environment for Reinforcement Learning,2024,CoLLAs,n/a,n/a,n/a,2407.20806,2024-07-30,arXiv API published date for 2407.20806,10.48550/arXiv.2407.20806,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/7541ac3158cad6f7b839609535cd82717e5ccbe9; Semantic Scholar: 7541ac3158cad6f7b839609535cd82717e5ccbe9,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
362,Astra: Efficient Transformer Architecture and Contrastive Dynamics Learning for Embodied Instruction Following,2024,Conference on Empirical Methods in Natural Language Processing,n/a,n/a,n/a,2408.01147,2024-08-02,arXiv API published date for 2408.01147,10.18653/v1/2025.emnlp-main.688,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/b426fd1e6a0a3c344dbac479dc50430cb3691af4; Semantic Scholar: b426fd1e6a0a3c344dbac479dc50430cb3691af4,reports-results,abc-d,not reported,Table 3 reports ABC->D Astra 89.7/79.2/65.8/52.4/42.3 with Avg Len 3.29.,3.29,,,42.3,,,,,3.06,GR-1,,,40.1,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2408.01147.txt, Table 3.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2408.01147.txt, Table 3.",high,official-ish,"Reports CALVIN ABC-D 1/5-5/5 success rates and Avg. Len. 3.29, a standard long-horizon average-task-completion format."
363,A Survey on Vision-Language-Action Models for Embodied AI,2024,arXiv.org,n/a,n/a,n/a,2405.14093,2024-05-23,arXiv API published date for 2405.14093,10.1109/TNNLS.2025.3650584,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/ae9a2bcd460354c706aaea8797b1c2c15841a6b6; Semantic Scholar: ae9a2bcd460354c706aaea8797b1c2c15841a6b6,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
364,Automating Deformable Gasket Assembly,2024,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),OpenAlex primary location metadata,medium,2408.12593,2024-08-22,arXiv API published date for 2408.12593,10.1109/case59546.2024.10711836,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID,indexed-citation,https://doi.org/10.1109/case59546.2024.10711836; https://www.semanticscholar.org/paper/9b354db1c9847364a7d43381fc51f550acc76bbb; OpenAlex: W4403678559; Semantic Scholar: 9b354db1c9847364a7d43381fc51f550acc76bbb,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
365,A vision-language-guided robotic action planning approach for ambiguity mitigation in human–robot collaborative manufacturing,2024,Journal of manufacturing systems,Journal of Manufacturing Systems,OpenAlex primary location metadata,medium,,n/a,n/a,10.1016/j.jmsy.2024.05.003,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID,indexed-citation,https://doi.org/10.1016/j.jmsy.2024.05.003; https://www.semanticscholar.org/paper/fa1ac57a23e5d168f75f33f0d4b3eed8a695ca50; OpenAlex: W4398793540; Semantic Scholar: fa1ac57a23e5d168f75f33f0d4b3eed8a695ca50,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
366,BiGym: A Demo-Driven Mobile Bi-Manual Manipulation Benchmark,2024,Conference on Robot Learning,n/a,n/a,n/a,2407.07788,2024-07-10,arXiv API published date for 2407.07788,10.48550/arXiv.2407.07788,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/0a9986915ee2b48a34f396b69a68198a967aa1be; Semantic Scholar: 0a9986915ee2b48a34f396b69a68198a967aa1be,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
367,ClevrSkills: Compositional Language and Visual Reasoning in Robotics,2024,Neural Information Processing Systems,n/a,n/a,n/a,2411.09052,2024-11-13,arXiv API published date for 2411.09052,10.48550/arXiv.2411.09052,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/3a600d04e3fda61836dbd81c54fee1595ae7d77e; Semantic Scholar: 3a600d04e3fda61836dbd81c54fee1595ae7d77e,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
368,CLIP feature-based randomized control using images and text for multiple tasks and robots,2024,Adv. Robotics,Advanced Robotics,OpenAlex primary location metadata,medium,2401.10085,2024-01-18,arXiv API published date for 2401.10085,10.1080/01691864.2024.2379381,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID,indexed-citation,http://dx.doi.org/10.1080/01691864.2024.2379381; https://doi.org/10.1080/01691864.2024.2379381; https://www.semanticscholar.org/paper/5c3ba2ff96ddf4cedbb6cfef1b78479e8f41daf2; OpenAlex: W4401210980; Semantic Scholar: 5c3ba2ff96ddf4cedbb6cfef1b78479e8f41daf2,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
369,CLIP-RT: Learning Language-Conditioned Robotic Policies from Natural Language Supervision,2024,Robotics,n/a,n/a,n/a,2411.00508,2024-11-01,arXiv API published date for 2411.00508,10.48550/arXiv.2411.00508,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/e94307da6262b44d07a471a9153f1ffa13e01edd; Semantic Scholar: e94307da6262b44d07a471a9153f1ffa13e01edd,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
370,Closed Loop Interactive Embodied Reasoning for Robot Manipulation,2024,IEEE International Conference on Robotics and Automation,n/a,n/a,n/a,2404.15194,2024-04-23,arXiv API published date for 2404.15194,10.1109/ICRA55743.2025.11127480,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/c7b7892ecd34b184e0673d043ea9fd5b98cd0b1a; Semantic Scholar: c7b7892ecd34b184e0673d043ea9fd5b98cd0b1a,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
371,Closed-Loop Visuomotor Control with Generative Expectation for Robotic Manipulation,2024,Neural Information Processing Systems,Accepted at NeurIPS 2024. Code and models: https://github.com/OpenDriveLab/CLOVER,arXiv comment,low,2409.09016,2024-09-01,month inferred from arXiv ID 2409.09016; exact date pending arXiv metadata fill,10.48550/arxiv.2409.09016,Official CALVIN GitHub README SOTA list; OpenAlex term search - CALVIN benchmark robot; Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard; Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN abc-d average task completion result entry; CALVIN abcd-d average task completion result entry; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match; official CALVIN SOTA/result-list entry,indexed-citation,http://arxiv.org/abs/2409.09016; https://arxiv.org/abs/2409.09016; https://github.com/OpenDriveLab/CLOVER; https://www.semanticscholar.org/paper/e9e3f685dce62b0ec9c3f10318110ecf7365231a; https://www.wizwand.com/paper/68fa753e1e209131cea66ba3; https://arxiv.org/abs/2409.09016; https://github.com/OpenDriveLab/CLOVER; OpenAlex: W4403808753; Semantic Scholar: e9e3f685dce62b0ec9c3f10318110ecf7365231a; Wizwand paper: 68fa753e1e209131cea66ba3,reports-results,abc-d; abcd-d,not reported,ABC D average task completed=3.53; ABCD D average task completed=3.53,3.53,3.53,,45.4,,,,,3.27,3D Diffuser Actor,,,41.2,,,ABC D: CLOVER Average Successful Length=3.53 via Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard (https://www.wizwand.com/sota/robot-manipulation-on-calvin-abc-d); ABCD D: CLOVER Avg Length=3.53 via Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard (https://www.wizwand.com/sota/robotic-manipulation-on-calvin-abcd-d-success-rate-conditioned-on-instruction-length); ABCD D: CLOVER Avg Trajectory Length=3.53 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d),medium,number-associated weight available,https://huggingface.co/qwbu/CLOVER,Official CLOVER README says CALVIN checkpoints were released and links `qwbu/CLOVER`; Hugging Face API lists public `visual_planner.pt` and `feedback_policy.pth`. No large weights were downloaded.,high,ABC D: CLOVER Average Successful Length=3.53 via Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard (https://www.wizwand.com/sota/robot-manipulation-on-calvin-abc-d); ABCD D: CLOVER Avg Length=3.53 via Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard (https://www.wizwand.com/sota/robotic-manipulation-on-calvin-abcd-d-success-rate-conditioned-on-instruction-length); ABCD D: CLOVER Avg Trajectory Length=3.53 via Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard (https://www.wizwand.com/sota/long-horizon-robot-manipulation-on-calvin-abcd-d),medium,official-ish,"Reports CALVIN ABC-D and ABCD-D average successful length 3.53, both official-style long-horizon split metrics."
