ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,LIBERO usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Spatial,Object,Goal,Long/10,Spatial previous SOTA success rate,Spatial previous SOTA name,Object previous SOTA success rate,Object previous SOTA name,Goal previous SOTA success rate,Goal previous SOTA name,Long/10 previous SOTA success rate,Long/10 previous SOTA name,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
905,Steering Vision-Language-Action Models as Anti-Exploration: A Test-Time Scaling Approach,2025,ArXiv.org,n/a,n/a,n/a,2512.02834,2025-12-02,row-level public-source audit,10.48550/arxiv.2512.02834,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://arxiv.org/abs/2512.02834; https://arxiv.org/pdf/2512.02834,reports-results,long-10,not reported,"Table 4 reports LIBERO-Long: pi0.5 baseline avg 94.8 to pi0.5 + TACO avg 96.6, including Moka Pots on Stove 68.0 -> 86.0. OpenVLA reproduced avg 54.0 to OpenVLA + TACO avg 60.0.",,,,96.6,,,,,,,94.8,pi0.5,"arXiv PDF https://arxiv.org/pdf/2512.02834, Table 4.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,"arXiv PDF https://arxiv.org/pdf/2512.02834, Table 4.",high,official-ish,"Reports standard LIBERO-Long/10 task success rates for normal policy rollouts, despite adding a test-time action selector."
906,Much Ado About Noising: Dispelling the Myths of Generative Robotic Control,2025,ArXiv.org,n/a,n/a,n/a,2512.01809,2025-12-01,row-level public-source audit,10.48550/arxiv.2512.01809,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://arxiv.org/abs/2512.01809; https://arxiv.org/pdf/2512.01809; https://doi.org/10.48550/arxiv.2512.01809,reports-results,spatial; object; goal; long-10,not reported,"Table 4 reports MIP on LIBERO: Object 95.8, Goal 95.2, Spatial 97.6, LIBERO10 82.2. Other rows include Flow 97.4/95.0/95.8/81.6 and RCP variants.",97.6,95.8,95.2,82.2,97.2,RCP (l2 loss),97.4,Flow,95.0,Flow,81.6,Flow,"arXiv PDF https://arxiv.org/pdf/2512.01809, Table 4.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,"arXiv PDF https://arxiv.org/pdf/2512.01809, Table 4.",high,official-ish,"Reports standard success rates on LIBERO Object, Goal, Spatial, and LIBERO-10."
907,Continually Evolving Skill Knowledge in Vision Language Action Model,2025,ArXiv.org,n/a,n/a,n/a,2511.18085,2025-11-22,row-level public-source audit,10.48550/arxiv.2511.18085,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://arxiv.org/abs/2511.18085; https://arxiv.org/pdf/2511.18085; https://stellarvla.github.io/,reports-results,goal; long-10; libero-30*; other,50 demonstrations per task following the official setup,"Continual imitation-learning protocol on LIBERO-goal, LIBERO-long, and LIBERO-30*. Main Table 1 reports FWT/NBT/AUC/Final SR. Key scratch VLA Final SR: LIBERO-goal T-Stellar 67.9 +/- 0.5, TS-Stellar 64.2 +/- 1.5; LIBERO-long T-Stellar 34.2 +/- 2.1, TS-Stellar 35.0 +/- 3.2; LIBERO-30* T-Stellar 42.9, TS-Stellar 42.6. Appendix E.1 Table 11 reports multitask LIBERO-goal 96.5/96.7 and LIBERO-long 94.4/94.3 for T-/TS-Stellar.",,,,,,,,,98.0,pi0.5,92.4,pi0.5,"arXiv PDF https://arxiv.org/pdf/2511.18085, Table 1 and Appendix E.1 Table 11.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,"arXiv PDF https://arxiv.org/pdf/2511.18085, Table 1, Appendix D.1, and Appendix E.1 Table 11.",high,official-ish,"Includes standard LIBERO Goal and Long multitask success rates, although the main results are continual-learning metrics and LIBERO-30 custom variants."
908,Expertise Need Not Monopolize: Action-Specialized Mixture of Experts for Vision-Language-Action Learning,2025,ArXiv.org,n/a,n/a,n/a,2510.14300,2025-10-16,row-level public-source audit,10.48550/arxiv.2510.14300,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://arxiv.org/abs/2510.14300; https://arxiv.org/pdf/2510.14300,reports-results,spatial; object; goal; long-10,100 clean expert trajectories plus 400 domain-randomized expert trajectories per task,"Table 1 reports AdaMoE on LIBERO: Spatial 99.6, Object 95.0, Goal 97.2, Long 92.0, Avg 96.0.",99.6,95.0,97.2,92.0,96.4,pi0-Fast / pi0 (tie),98.8,pi0,95.8,pi0,85.2,pi0,"arXiv PDF https://arxiv.org/pdf/2510.14300, Table 1.",high,unclear,,No result-producing checkpoint was verified in this audit.,medium,"arXiv PDF https://arxiv.org/pdf/2510.14300, Table 1.",high,official-ish,"Reports standard LIBERO Spatial, Object, Goal, and Long success rates."
909,MapleGrasp: Mask-guided Feature Pooling for Language-driven Efficient Robotic Grasping,2025,ArXiv.org,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV) 2026,DOI metadata reported as 10.1109/WACV61042.2026.00729.,medium,2506.06535,2025-06-06,row-level public-source audit,10.1109/WACV61042.2026.00729,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://arxiv.org/abs/2506.06535; https://arxiv.org/pdf/2506.06535; https://github.com/vineet2104/MapleGrasp; https://doi.org/10.1109/WACV61042.2026.00729,reports-results,spatial; object; goal; other,10 trial runs per task,"Table 6 reports LIBERO grasping-specific simulation results on Spatial, Goal, and Object: MapleGrasp 87, 85, 90. It only benchmarks the object grasping skill, so no Long/10 value is entered.",87,90,85,,84.0,OpenVLA,92.0,Diffusion Policy,84.0,Octo,,,"arXiv PDF https://arxiv.org/pdf/2506.06535, Sec. 5.4 and Table 6.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,"arXiv PDF https://arxiv.org/pdf/2506.06535, Sec. 5.4 and Table 6.",high,otherwise,"Reports a grasp-only LIBERO setup with a modified success definition, not full task-success evaluation."
910,3D CAVLA: Leveraging Depth and 3D Context to Generalize Vision Language Action Models for Unseen Tasks,2025,ArXiv.org,n/a,n/a,n/a,2505.05800,2025-05-09,row-level public-source audit,10.48550/arxiv.2505.05800,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://arxiv.org/abs/2505.05800; https://arxiv.org/pdf/2505.05800; https://doi.org/10.48550/arxiv.2505.05800,reports-results,spatial; object; goal; long-10; other,not reported,"Table I reports Ours: 3D-CAVLA dual-camera setup: Spatial 98.2, Object 99.8, Goal 98.2, Long 96.1, Avg 98.1. Single-camera Ours row is 86.1/94.7/82.9/66.8, Avg 82.6. Paper also reports unseen-task Avg 45.2.",98.2,99.8,98.2,96.1,97.6,OpenVLA-OFT,98.8,pi0,97.9,OpenVLA-OFT,94.5,OpenVLA-OFT,"arXiv PDF https://arxiv.org/pdf/2505.05800, Table I.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,"arXiv PDF https://arxiv.org/pdf/2505.05800, Table I.",high,official-ish,"Reports standard success rates on all four original LIBERO suites, plus separate custom unseen-task results."
911,Is OpenVLA Truly Robust? A Systematic Evaluation of Positional Robustness,2025,International Joint Conference on Natural Language Processing,International Joint Conference on Natural Language Processing,ACL Anthology page and DOI 10.18653/v1/2025.ijcnlp-short.1.,high,,n/a,n/a,10.18653/v1/2025.ijcnlp-short.1,manual public-source re-audit on 2026-05-11; arXiv/OpenAlex/term-search LIBERO miss review,Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://aclanthology.org/2025.ijcnlp-short.1/; https://aclanthology.org/2025.ijcnlp-short.1.pdf; https://doi.org/10.18653/v1/2025.ijcnlp-short.1,reports-results,object; other,10 trials per task,Evaluates OpenVLA positional robustness on LIBERO Object tasks using official weights and heatmap/position perturbation success metrics; no standard suite aggregate values are reported for the four columns.,,,,,,,,,,,,,"ACL Anthology PDF https://aclanthology.org/2025.ijcnlp-short.1.pdf, evaluation setup and appendix lines describing libero_object, official weights, and 10 trials per task.",high,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,"ACL Anthology PDF https://aclanthology.org/2025.ijcnlp-short.1.pdf, evaluation setup and appendix lines describing libero_object, official weights, and 10 trials per task.",high,,
912,Layer-Wise Capacity Allocation for Low-Rank Vision-Language-Action Fine-Tuning Under Demonstration Budget Constraints,2026,Preprint / institutional repository,n/a,n/a,n/a,,n/a,n/a,10.13016/m2cenq-udjq,"OpenAlex term search: ""LIBERO benchmark"" robot; manual public-source re-audit on 2026-05-11",Manual audit confirmed LIBERO benchmark usage/result reporting against the LIBERO seed context.,manual-citation,https://doi.org/10.13016/m2cenq-udjq; https://doi.org/10.13140/RG.2.2.12261.15846; https://openalex.org/W7158820138,reports-results,spatial; object; long-10,25 demonstrations per task,"RANKALLOC reports Spatial 91.0, Object 87.2, and Long-Horizon 74.6 with 25 demos. No Goal number was accessible.",91.0,87.2,,74.6,,,,,,,,,ResearchGate/preprint audit found RANKALLOC LIBERO table; DOI 10.13016/m2cenq-udjq appeared in OpenAlex/institutional metadata and RG DOI 10.13140/RG.2.2.12261.15846 resolved in public search.,medium,unclear,,Reported-number weight/checkpoint audit not yet performed for this newly added result row.,low,ResearchGate/preprint audit found RANKALLOC LIBERO table; DOI 10.13016/m2cenq-udjq appeared in OpenAlex/institutional metadata and RG DOI 10.13140/RG.2.2.12261.15846 resolved in public search.,high,,
913,Techniques for efficient vision-language-action models,2025,DR-NTU (Nanyang Technological University),Nanyang Technological University Final Year Project,NTU DSpace/OAI metadata for handle 10356/205036.,medium,,n/a,n/a,,"OpenAlex term search: ""LIBERO benchmark"" robot; OpenAlex term search: ""LIBERO"" ""robot manipulation""","NTU metadata indicates evaluation across the LIBERO benchmark suite, but full text/table values were restricted during audit.",manual-citation,https://hdl.handle.net/10356/205036; https://openalex.org/W7115820537,unclear/full-text-unavailable,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,"NTU metadata says it evaluated across the LIBERO benchmark suite and Dynamic Action Replan gets up to 82% fewer inference calls with <=0.2 absolute success-rate drop, but suite values were not accessible.",medium,,
914,Dynamic Maclaurin-Series-Based Vision-Language-Action Model,2026,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,DOI metadata / ResearchGate metadata for 10.1109/LRA.2026.3683324.,medium,,n/a,n/a,10.1109/LRA.2026.3683324,"OpenAlex term search: ""LIBERO benchmark"" robot; manual public-source re-audit on 2026-05-11",Public metadata says the work evaluates on LIBERO and SIMPLER; exact table values were not accessible.,manual-citation,https://doi.org/10.1109/LRA.2026.3683324,unclear/full-text-unavailable,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,"ResearchGate/metadata says the paper evaluates on LIBERO and SIMPLER, but no accessible full text/table values were found.",medium,,
915,FIT: Future-aware Imitation Transformer for Long-Horizon Robotic Manipulation,2025,IEEE Transactions on Cognitive and Developmental Systems,IEEE Transactions on Cognitive and Developmental Systems,Crossref/IEEE DOI metadata for 10.1109/TCDS.2025.3644126.,medium,,n/a,n/a,10.1109/TCDS.2025.3644126,"OpenAlex term search: ""LIBERO benchmark"" robot; manual public-source re-audit on 2026-05-11","Candidate was absent from tracker and identified as a LIBERO-related article, but exact public LIBERO numbers were not accessible.",manual-citation,https://doi.org/10.1109/TCDS.2025.3644126,unclear/full-text-unavailable,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Crossref confirms article metadata; IEEE content/tables and public LIBERO numbers were not accessible during audit.,low,,
916,WisdomBench-Embodied in Practice: Measuring Learning Ability in Vision-Language-Action Agents on LIBERO,2026,Zenodo preprint record,n/a,n/a,n/a,,n/a,n/a,10.5281/zenodo.20028518,manual public-source re-audit on 2026-05-11; WisdomBench-Embodied LIBERO Zenodo record discovery,Zenodo metadata and raw records use LIBERO tasks for longitudinal embodied evaluation.,manual-citation,https://zenodo.org/records/20028518; https://doi.org/10.5281/zenodo.20028518,uses-data-no-results,n/a,n/a,n/a,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,"Zenodo record/PDF https://zenodo.org/records/20028518 describes a custom WisdomBench-Embodied longitudinal protocol on LIBERO and Table 2 custom IE/EWQ metrics, but the record explicitly frames the evidence boundary as not standard LIBERO SOTA leaderboard reporting. Raw JSONL audit found only 1,200 rows with partial coverage, so this is not counted as a LIBERO result row.",medium,,
917,FluxVLA Engine: A One-Stop VLA Engineering Platform for Embodied Intelligence,2026,Zenodo software record / GitHub release,n/a,n/a,n/a,,,n/a,10.5281/zenodo.20049506,manual audit pass 2026-05-11,GitHub README performance table reports LIBERO-Spatial/Object/Goal/Long results and provides a citable Zenodo software DOI.,manual-citation,https://github.com/FluxVLA/FluxVLA; https://doi.org/10.5281/zenodo.20049506; https://huggingface.co/limxdynamics/FluxVLAEngine,reports-results,spatial; object; goal; long-10,not reported,"GitHub README performance table reports FluxVLA(Pi): Spatial 98.6, Object 99.0, Goal 97.8, Long 96.0 +/- 1.0, Average 97.85; FluxVLA(GR00T) 96.2/96.8/93.4/89.4 +/- 1.5; Qwen3VL 0.6B+GR00T 98.6/99.6/95.6/92.2 +/- 1.8; DreamZero 96.8/97.4/90.8 +/- 1.5/93.6.",98.6,99.0,97.8,96.0,,,,,,,,,"GitHub README https://github.com/FluxVLA/FluxVLA, Performance table.",high,weight-but-not-for-number,https://huggingface.co/limxdynamics/FluxVLAEngine,"The project publishes model assets on Hugging Face, but this audit did not verify a one-to-one checkpoint for every README performance row.",medium,GitHub README https://github.com/FluxVLA/FluxVLA includes LIBERO benchmark performance and LIBERO dataset/model setup instructions.,high,,
918,FASTER: Value-Guided Sampling for Fast RL,2026,arXiv.org,n/a,n/a,n/a,2604.19730,2026-04-21,arXiv PDF header arXiv:2604.19730v1 [cs.LG] 21 Apr 2026.,10.48550/arXiv.2604.19730,manual audit pass 2026-05-11,Uses pretrained pi05_libero checkpoint and held-out libero_90 tasks for VLA experiments.,manual-citation,https://arxiv.org/abs/2604.19730; https://arxiv.org/pdf/2604.19730; https://github.com/alexanderswerdlow/faster,reports-results,libero-90; other,online fine-tuning on 5 held-out libero_90 tasks; no offline data; batch size 32; 100k online training steps,"Sec. 5.3 and Figure 7 report FASTER-EXPO and EXPO on 5 held-out libero_90 tasks; text says FASTER-EXPO matches EXPO on most tasks while reducing update time 4.5x, inference latency from 566 ms to 335 ms, and inference FLOPs from 3.75e13 to 4.70e12. Exact per-task success values are plotted, not reported as a standard suite table.",,,,,,,,,,,,,"arXiv PDF https://arxiv.org/pdf/2604.19730, Sec. 5.3, Figure 7, and Appendix VLA experiments.",high,unclear,,No result-producing checkpoint was verified in this audit.,medium,"arXiv PDF https://arxiv.org/pdf/2604.19730, Sec. 5.3 and Appendix, uses pi05_libero and held-out libero_90 tasks.",high,otherwise,Evaluates online RL on five held-out LIBERO-90 tasks rather than the original Spatial/Object/Goal/Long suites.
919,RAPID: Redundancy-Aware and Compatibility-Optimal Edge-Cloud Partitioned Inference for Diverse VLA Models,2026,arXiv.org,n/a,n/a,n/a,2603.07949,2026-03-12,arXiv PDF header arXiv:2603.07949v2 [cs.DC] 12 Mar 2026.,10.48550/arXiv.2603.07949,manual audit pass 2026-05-11,Uses LIBERO simulation benchmark for edge-cloud VLA inference latency/load evaluation and ablations.,manual-citation,https://arxiv.org/abs/2603.07949; https://arxiv.org/pdf/2603.07949,reports-results,other,not reported,"Table III reports LIBERO simulation edge-cloud inference metrics: RAPID total latency 222.9 +/- 11.4 ms and total load 14.2 GB, vs Edge-Only 782.5 +/- 28.5 ms, Cloud-Only 113.8 +/- 15.6 ms, and SAFE 377.7 +/- 26.2 ms. Table V reports dual-threshold ablation: RAPID 222.9 +/- 11.4 ms vs 280.9 +/- 22.7 ms without acceleration trigger and 315.6 +/- 32.4 ms without torque trigger.",,,,,,,,,,,,,"arXiv PDF https://arxiv.org/pdf/2603.07949, Tables III and V.",high,n/a,,"System-partitioning metrics, not a released policy success checkpoint.",high,"arXiv PDF https://arxiv.org/pdf/2603.07949, Sec. VI and Tables III/V, evaluates RAPID on LIBERO simulation benchmarks.",high,otherwise,Reports LIBERO systems latency and load metrics rather than standard task-success rates on the official suites.
